review_id,product_id,country,category,anonymous_brand,rating,review_text,theme_seed,sentiment_label,topic_id,topic_label,top_words
R01284,P0182,Singapore,Ready meal,Local Brand X,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01285,P0182,Singapore,Ready meal,Local Brand X,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01286,P0182,Singapore,Ready meal,Local Brand X,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01287,P0182,Singapore,Ready meal,Local Brand X,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01288,P0183,Singapore,Ready meal,Korean Brand T,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01289,P0183,Singapore,Ready meal,Korean Brand T,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01290,P0183,Singapore,Ready meal,Korean Brand T,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01291,P0183,Singapore,Ready meal,Korean Brand T,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01292,P0184,Singapore,Ready meal,Korean Brand U,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01293,P0184,Singapore,Ready meal,Korean Brand U,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01294,P0184,Singapore,Ready meal,Korean Brand U,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01295,P0184,Singapore,Ready meal,Korean Brand U,2,The portion is smaller than expected.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01296,P0184,Singapore,Ready meal,Korean Brand U,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01297,P0184,Singapore,Ready meal,Korean Brand U,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01298,P0184,Singapore,Ready meal,Korean Brand U,4,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01299,P0184,Singapore,Ready meal,Korean Brand U,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01300,P0184,Singapore,Ready meal,Korean Brand U,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01301,P0184,Singapore,Ready meal,Korean Brand U,2,"The product looks good, but I could not find clear halal information.",halal_concern,negative,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01302,P0185,Singapore,Seaweed snack,Korean Brand V,5,Easy to prepare and good for busy weekdays.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01303,P0185,Singapore,Seaweed snack,Korean Brand V,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01304,P0185,Singapore,Seaweed snack,Korean Brand V,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01305,P0185,Singapore,Seaweed snack,Korean Brand V,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01306,P0185,Singapore,Seaweed snack,Korean Brand V,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01307,P0186,Singapore,Seaweed snack,Premium Import Brand W,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01308,P0186,Singapore,Seaweed snack,Premium Import Brand W,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01309,P0186,Singapore,Seaweed snack,Premium Import Brand W,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01310,P0186,Singapore,Seaweed snack,Premium Import Brand W,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01311,P0186,Singapore,Seaweed snack,Premium Import Brand W,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01312,P0187,Singapore,Seaweed snack,Japanese Brand B,4,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01313,P0187,Singapore,Seaweed snack,Japanese Brand B,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01314,P0187,Singapore,Seaweed snack,Japanese Brand B,4,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01315,P0187,Singapore,Seaweed snack,Japanese Brand B,4,The portion is smaller than expected.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01316,P0187,Singapore,Seaweed snack,Japanese Brand B,4,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01317,P0188,Singapore,Seaweed snack,Korean Brand E,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01318,P0188,Singapore,Seaweed snack,Korean Brand E,4,"The taste is nice, but I wish it had less sodium.",health_concern,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01319,P0188,Singapore,Seaweed snack,Korean Brand E,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01320,P0188,Singapore,Seaweed snack,Korean Brand E,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01321,P0188,Singapore,Seaweed snack,Korean Brand E,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01322,P0188,Singapore,Seaweed snack,Korean Brand E,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01323,P0189,Singapore,Seaweed snack,Korean Brand T,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01324,P0189,Singapore,Seaweed snack,Korean Brand T,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01325,P0189,Singapore,Seaweed snack,Korean Brand T,2,"The product is good, but the packaging does not feel very strong.",packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01326,P0189,Singapore,Seaweed snack,Korean Brand T,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01327,P0189,Singapore,Seaweed snack,Korean Brand T,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01328,P0190,Singapore,Seaweed snack,Private Label V,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01329,P0190,Singapore,Seaweed snack,Private Label V,4,"The product looks good, but I could not find clear halal information.",halal_concern,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01330,P0190,Singapore,Seaweed snack,Private Label V,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01331,P0190,Singapore,Seaweed snack,Private Label V,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01332,P0190,Singapore,Seaweed snack,Private Label V,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01333,P0190,Singapore,Seaweed snack,Private Label V,2,"I like it, but I would only buy again if there is a discount.",price_sensitivity,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01334,P0190,Singapore,Seaweed snack,Private Label V,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01335,P0191,Singapore,Seaweed snack,Korean Brand Q,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01336,P0191,Singapore,Seaweed snack,Korean Brand Q,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01337,P0191,Singapore,Seaweed snack,Korean Brand Q,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01338,P0191,Singapore,Seaweed snack,Korean Brand Q,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01339,P0191,Singapore,Seaweed snack,Korean Brand Q,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01340,P0192,Singapore,Seaweed snack,Korean Brand W,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01341,P0192,Singapore,Seaweed snack,Korean Brand W,3,I would prefer a healthier version with cleaner ingredients.,health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01342,P0192,Singapore,Seaweed snack,Korean Brand W,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01343,P0192,Singapore,Seaweed snack,Korean Brand W,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01344,P0192,Singapore,Seaweed snack,Korean Brand W,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01345,P0192,Singapore,Seaweed snack,Korean Brand W,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01346,P0192,Singapore,Seaweed snack,Korean Brand W,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01347,P0193,Thailand,Korean ramen,Korean Brand Q,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01348,P0193,Thailand,Korean ramen,Korean Brand Q,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01349,P0193,Thailand,Korean ramen,Korean Brand Q,2,"I like it, but I would only buy again if there is a discount.",price_sensitivity,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01350,P0193,Thailand,Korean ramen,Korean Brand Q,3,The label information could be clearer and easier to read.,packaging_issue,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01351,P0193,Thailand,Korean ramen,Korean Brand Q,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01352,P0193,Thailand,Korean ramen,Korean Brand Q,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01353,P0193,Thailand,Korean ramen,Korean Brand Q,3,"The flavor is good, but it is too spicy for my family.",too_spicy,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01354,P0193,Thailand,Korean ramen,Korean Brand Q,5,I like that it saves time and still tastes good.,convenience_positive,positive,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01355,P0194,Thailand,Korean ramen,Japanese Brand B,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01356,P0194,Thailand,Korean ramen,Japanese Brand B,2,"The product is good, but the packaging does not feel very strong.",packaging_issue,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01357,P0194,Thailand,Korean ramen,Japanese Brand B,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01358,P0194,Thailand,Korean ramen,Japanese Brand B,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01359,P0194,Thailand,Korean ramen,Japanese Brand B,4,I would buy this more often if the halal certification was clearly shown.,halal_concern,positive,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01360,P0194,Thailand,Korean ramen,Japanese Brand B,2,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01361,P0195,Thailand,Korean ramen,Premium Import Brand C,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01362,P0195,Thailand,Korean ramen,Premium Import Brand C,4,The serving size could be larger for the price.,portion_size,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01363,P0195,Thailand,Korean ramen,Premium Import Brand C,4,The label information could be clearer and easier to read.,packaging_issue,positive,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01364,P0195,Thailand,Korean ramen,Premium Import Brand C,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01365,P0195,Thailand,Korean ramen,Premium Import Brand C,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01366,P0196,Thailand,Korean ramen,Private Label V,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01367,P0196,Thailand,Korean ramen,Private Label V,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01368,P0196,Thailand,Korean ramen,Private Label V,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01369,P0196,Thailand,Korean ramen,Private Label V,3,"The product looks good, but I could not find clear halal information.",halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01370,P0196,Thailand,Korean ramen,Private Label V,3,Clear halal labeling would make me more confident to purchase.,halal_concern,neutral,4,Halal trust and certification,"clear halal, clear, halal, looks, halal information, looks good, good clear, product looks"
R01371,P0196,Thailand,Korean ramen,Private Label V,4,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01372,P0196,Thailand,Korean ramen,Private Label V,4,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01373,P0196,Thailand,Korean ramen,Private Label V,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01374,P0196,Thailand,Korean ramen,Private Label V,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01375,P0196,Thailand,Korean ramen,Private Label V,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01376,P0197,Thailand,Korean ramen,Private Label T,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01377,P0197,Thailand,Korean ramen,Private Label T,4,I wish there was a milder version because the spice level is too strong.,too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01378,P0197,Thailand,Korean ramen,Private Label T,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01379,P0197,Thailand,Korean ramen,Private Label T,3,"The product is good, but the packaging does not feel very strong.",packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01380,P0197,Thailand,Korean ramen,Private Label T,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01381,P0197,Thailand,Korean ramen,Private Label T,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01382,P0197,Thailand,Korean ramen,Private Label T,3,"The flavor is good, but it is too spicy for my family.",too_spicy,neutral,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01383,P0197,Thailand,Korean ramen,Private Label T,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01384,P0197,Thailand,Korean ramen,Private Label T,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01385,P0198,Thailand,Korean ramen,Korean Brand A,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01386,P0198,Thailand,Korean ramen,Korean Brand A,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,negative,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01387,P0198,Thailand,Korean ramen,Korean Brand A,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01388,P0198,Thailand,Korean ramen,Korean Brand A,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01389,P0198,Thailand,Korean ramen,Korean Brand A,4,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01390,P0199,Thailand,Korean ramen,Local Brand B,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,positive,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01391,P0199,Thailand,Korean ramen,Local Brand B,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01392,P0199,Thailand,Korean ramen,Local Brand B,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01393,P0199,Thailand,Korean ramen,Local Brand B,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01394,P0199,Thailand,Korean ramen,Local Brand B,3,I wish there was a milder version because the spice level is too strong.,too_spicy,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01395,P0199,Thailand,Korean ramen,Local Brand B,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01396,P0199,Thailand,Korean ramen,Local Brand B,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01397,P0199,Thailand,Korean ramen,Local Brand B,4,I would prefer a healthier version with cleaner ingredients.,health_concern,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01398,P0199,Thailand,Korean ramen,Local Brand B,5,Very convenient for a quick meal after work.,convenience_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01399,P0199,Thailand,Korean ramen,Local Brand B,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01400,P0200,Thailand,Korean ramen,Local Brand Q,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01401,P0200,Thailand,Korean ramen,Local Brand Q,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01402,P0200,Thailand,Korean ramen,Local Brand Q,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01403,P0200,Thailand,Korean ramen,Local Brand Q,2,"The flavor is good, but it is too spicy for my family.",too_spicy,negative,5,General product experience,"tastes good, tastes, good, saves time, saves, time, time tastes, like saves"
R01404,P0200,Thailand,Korean ramen,Local Brand Q,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,positive,0,Taste authenticity,"reminds, restaurant food, tastes authentic, restaurant, reminds korean, authentic reminds, korean restaurant, flavor tastes"
R01405,P0200,Thailand,Korean ramen,Local Brand Q,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01406,P0201,Thailand,Kimchi,Local Brand B,4,I wish there was a milder version because the spice level is too strong.,too_spicy,positive,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01407,P0201,Thailand,Kimchi,Local Brand B,3,The portion is smaller than expected.,portion_size,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01408,P0201,Thailand,Kimchi,Local Brand B,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,positive,2,Taste authenticity,"real korean, style food, style, rich seasoning, rich, seasoning feels, real, seasoning"
R01409,P0201,Thailand,Kimchi,Local Brand B,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,neutral,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01410,P0201,Thailand,Kimchi,Local Brand B,2,The serving size could be larger for the price.,portion_size,negative,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01411,P0201,Thailand,Kimchi,Local Brand B,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,positive,3,Price sensitivity,"size, price, product good, portion, quite high, quite, price feels, high"
R01412,P0202,Thailand,Kimchi,Japanese Brand N,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,positive,1,Convenience and quick meal,"quick, works, works quick, satisfying, taste satisfying, satisfying works, quick korean, korean meal"
R01413,P0202,Thailand,Kimchi,Japanese Brand N,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,neutral,7,Halal trust and certification,"buy, like buy, discount, buy discount, like, certification, halal certification, clearly shown"
R01414,P0202,Thailand,Kimchi,Japanese Brand N,3,I would prefer a healthier version with cleaner ingredients.,health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
R01415,P0202,Thailand,Kimchi,Japanese Brand N,3,I would prefer a healthier version with cleaner ingredients.,health_concern,neutral,6,Spiciness and taste localization,"level, wish, wish milder, spice, spice level, milder version, version spice, milder"
