review_id,product_id,country,platform,category,anonymous_brand,product_name,rating,review_text,theme_seed,data_type
R01431,P0204,Thailand,Shopee TH,Kimchi,Korean Brand U,Original Kimchi - fresh pack,4,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01432,P0204,Thailand,Shopee TH,Kimchi,Korean Brand U,Original Kimchi - fresh pack,4,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01433,P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand S,Mild Kimchi - pouch,4,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R01434,P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand S,Mild Kimchi - pouch,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01435,P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand S,Mild Kimchi - pouch,2,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R01436,P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand S,Mild Kimchi - pouch,4,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R01437,P0205,Thailand,Lazada TH,Kimchi,Premium Import Brand S,Mild Kimchi - pouch,2,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01438,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,2,The label information could be clearer and easier to read.,packaging_issue,synthetic_review_corpus
R01439,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01440,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,4,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01441,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R01442,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01443,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01444,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01445,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,2,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01446,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01447,P0206,Thailand,Shopee TH,Kimchi,Private Label W,Fresh Kimchi - fresh pack,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R01448,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01449,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,2,"The taste is nice, but I wish it had less sodium.",health_concern,synthetic_review_corpus
R01450,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,3,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R01451,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,2,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R01452,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,4,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01453,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,3,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R01454,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01455,P0207,Thailand,Lazada TH,Kimchi,Local Brand Q,Mild Kimchi - pouch,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01456,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01457,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01458,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R01459,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01460,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R01461,P0208,Thailand,Lazada TH,Kimchi,Japanese Brand X,Original Kimchi - pouch,3,"The taste is nice, but I wish it had less sodium.",health_concern,synthetic_review_corpus
R01462,P0209,Thailand,Lazada TH,Gochujang sauce,Premium Import Brand C,Gochujang Sauce - jar,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01463,P0209,Thailand,Lazada TH,Gochujang sauce,Premium Import Brand C,Gochujang Sauce - jar,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01464,P0209,Thailand,Lazada TH,Gochujang sauce,Premium Import Brand C,Gochujang Sauce - jar,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01465,P0209,Thailand,Lazada TH,Gochujang sauce,Premium Import Brand C,Gochujang Sauce - jar,2,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R01466,P0210,Thailand,Shopee TH,Gochujang sauce,Korean Brand M,Gochujang Sauce - squeeze bottle,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01467,P0210,Thailand,Shopee TH,Gochujang sauce,Korean Brand M,Gochujang Sauce - squeeze bottle,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01468,P0210,Thailand,Shopee TH,Gochujang sauce,Korean Brand M,Gochujang Sauce - squeeze bottle,4,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R01469,P0210,Thailand,Shopee TH,Gochujang sauce,Korean Brand M,Gochujang Sauce - squeeze bottle,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01470,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01471,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,3,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R01472,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01473,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,2,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01474,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01475,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01476,P0211,Thailand,Shopee TH,Gochujang sauce,Local Brand X,Gochujang Sauce - jar,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01477,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,4,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01478,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01479,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,2,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01480,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01481,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01482,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01483,P0212,Thailand,Lazada TH,Gochujang sauce,Korean Brand Z,Gochujang Sauce - jar,3,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01484,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01485,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01486,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01487,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,2,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01488,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,2,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R01489,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01490,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01491,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01492,P0213,Thailand,Lazada TH,Gochujang sauce,Local Brand S,Gochujang Sauce - squeeze bottle,5,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R01493,P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand M,Sweet Spicy Sauce - tube,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01494,P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand M,Sweet Spicy Sauce - tube,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01495,P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand M,Sweet Spicy Sauce - tube,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01496,P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand M,Sweet Spicy Sauce - tube,3,I would prefer a healthier version with cleaner ingredients.,health_concern,synthetic_review_corpus
R01497,P0214,Thailand,Shopee TH,Gochujang sauce,Japanese Brand M,Sweet Spicy Sauce - tube,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01498,P0215,Thailand,Lazada TH,Gochujang sauce,Korean Brand P,Sweet Spicy Sauce - tube,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01499,P0215,Thailand,Lazada TH,Gochujang sauce,Korean Brand P,Sweet Spicy Sauce - tube,2,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01500,P0215,Thailand,Lazada TH,Gochujang sauce,Korean Brand P,Sweet Spicy Sauce - tube,2,The serving size could be larger for the price.,portion_size,synthetic_review_corpus
R01501,P0215,Thailand,Lazada TH,Gochujang sauce,Korean Brand P,Sweet Spicy Sauce - tube,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01502,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01503,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01504,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01505,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01506,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,4,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01507,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R01508,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,3,The packaging could be improved because it was slightly damaged when delivered.,packaging_issue,synthetic_review_corpus
R01509,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R01510,P0216,Thailand,Shopee TH,Gochujang sauce,Local Brand J,Gochujang Sauce - squeeze bottle,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01511,P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand M,Pork Mandu - family pack,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01512,P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand M,Pork Mandu - family pack,4,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01513,P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand M,Pork Mandu - family pack,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01514,P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand M,Pork Mandu - family pack,3,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R01515,P0217,Thailand,Shopee TH,Frozen mandu,Korean Brand M,Pork Mandu - family pack,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01516,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01517,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01518,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01519,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01520,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01521,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01522,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,4,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01523,P0218,Thailand,Shopee TH,Frozen mandu,Private Label C,Chicken Mandu - family pack,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01524,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,3,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01525,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,4,"The taste is fine, but it feels expensive compared with local alternatives.",price_sensitivity,synthetic_review_corpus
R01526,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01527,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
R01528,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01529,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,3,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R01530,P0219,Thailand,Shopee TH,Frozen mandu,Korean Brand P,Kimchi Mandu - family pack,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01531,P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand U,Pork Mandu - family pack,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R01532,P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand U,Pork Mandu - family pack,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01533,P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand U,Pork Mandu - family pack,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01534,P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand U,Pork Mandu - family pack,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01535,P0220,Thailand,Lazada TH,Frozen mandu,Korean Brand U,Pork Mandu - family pack,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01536,P0221,Thailand,Shopee TH,Frozen mandu,Korean Brand X,Pork Mandu - frozen bag,4,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01537,P0221,Thailand,Shopee TH,Frozen mandu,Korean Brand X,Pork Mandu - frozen bag,4,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01538,P0221,Thailand,Shopee TH,Frozen mandu,Korean Brand X,Pork Mandu - frozen bag,4,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01539,P0221,Thailand,Shopee TH,Frozen mandu,Korean Brand X,Pork Mandu - frozen bag,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01540,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01541,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,2,"The product tastes nice, but the heat level may be difficult for beginners.",too_spicy,synthetic_review_corpus
R01542,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01543,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,2,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R01544,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01545,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01546,P0222,Thailand,Lazada TH,Frozen mandu,Local Brand Q,Kimchi Mandu - value pack,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01547,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01548,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,4,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R01549,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01550,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01551,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01552,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01553,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,2,Clear halal labeling would make me more confident to purchase.,halal_concern,synthetic_review_corpus
R01554,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,2,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01555,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01556,P0223,Thailand,Lazada TH,Frozen mandu,Korean Brand P,Pork Mandu - family pack,4,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01557,P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand X,Vegetable Mandu - value pack,4,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01558,P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand X,Vegetable Mandu - value pack,2,The portion is smaller than expected.,portion_size,synthetic_review_corpus
R01559,P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand X,Vegetable Mandu - value pack,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01560,P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand X,Vegetable Mandu - value pack,5,The flavor tastes authentic and reminds me of Korean restaurant food.,taste_authenticity_positive,synthetic_review_corpus
R01561,P0224,Thailand,Lazada TH,Frozen mandu,Japanese Brand X,Vegetable Mandu - value pack,4,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01562,P0225,Thailand,Shopee TH,Ready meal,Korean Brand A,Tteokbokki Meal - microwave bowl,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01563,P0225,Thailand,Shopee TH,Ready meal,Korean Brand A,Tteokbokki Meal - microwave bowl,5,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01564,P0225,Thailand,Shopee TH,Ready meal,Korean Brand A,Tteokbokki Meal - microwave bowl,5,I like that it saves time and still tastes good.,convenience_positive,synthetic_review_corpus
R01565,P0225,Thailand,Shopee TH,Ready meal,Korean Brand A,Tteokbokki Meal - microwave bowl,3,"I like it, but I would only buy again if there is a discount.",price_sensitivity,synthetic_review_corpus
R01566,P0225,Thailand,Shopee TH,Ready meal,Korean Brand A,Tteokbokki Meal - microwave bowl,3,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01567,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,2,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01568,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01569,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,2,I would buy this more often if the halal certification was clearly shown.,halal_concern,synthetic_review_corpus
R01570,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,3,"The flavor is good, but it is too spicy for my family.",too_spicy,synthetic_review_corpus
R01571,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,4,"Good flavor, but it feels a bit heavy for frequent consumption.",health_concern,synthetic_review_corpus
R01572,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,2,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01573,P0226,Thailand,Lazada TH,Ready meal,Premium Import Brand K,Korean Rice Bowl - meal kit,5,Very convenient for a quick meal after work.,convenience_positive,synthetic_review_corpus
R01574,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,4,Easy to prepare and good for busy weekdays.,convenience_positive,synthetic_review_corpus
R01575,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,3,"The product is good, but the price feels quite high for the portion size.",price_sensitivity,synthetic_review_corpus
R01576,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,4,"The product looks good, but I could not find clear halal information.",halal_concern,synthetic_review_corpus
R01577,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,3,I wish there was a milder version because the spice level is too strong.,too_spicy,synthetic_review_corpus
R01578,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,4,"The product is good, but the packaging does not feel very strong.",packaging_issue,synthetic_review_corpus
R01579,P0227,Thailand,Shopee TH,Ready meal,Korean Brand E,Bulgogi Meal - microwave bowl,5,I like the rich seasoning and it feels close to real Korean-style food.,taste_authenticity_positive,synthetic_review_corpus
R01580,P0228,Thailand,Shopee TH,Ready meal,Local Brand C,Bulgogi Meal - meal kit,4,The taste is very satisfying and works well for a quick Korean meal at home.,taste_authenticity_positive,synthetic_review_corpus
R01581,P0228,Thailand,Shopee TH,Ready meal,Local Brand C,Bulgogi Meal - meal kit,3,"It tastes good, but one pack is not enough for a full meal.",portion_size,synthetic_review_corpus
